"Store","StoreType","Assortment","competition_distance","inventory_risk","forecastability","replenishment_freq","store_segment","avg_daily_forecast","forecast_volatility","avg_mape","pct_excellent","pct_poor","safety_stock","reorder_point","min_stock_level","max_stock_level","optimal_order_qty","demand_cv_pct","alert_level","days_of_stock","velocity_ratio","recommended_order_qty","last_7d_avg_sales","last_7d_mape","sales_rank","accuracy_rank","total_sales","historical_avg_sales","total_customers","avg_daily_customers","sales_per_customer","trading_days","rank_by_avg_sales","rank_by_total_sales","rank_by_efficiency","percentile","promo_day_pct","growth_pct","historical_cv_pct","rfm_segment","composite_score"
577,"a","c","2270","Low risk","Forecastable","Every 3 days","Medium","5001","638","15.51","41.6","12.7","4040","16826","1823","71837","35007","12.8","MONITOR  - Reorder soon","6.8","1.03","17504","5166","11.8","834","231","3883479","4953","457367","583","8.45","784","843","855","392","17.9","45.0","-4.7","23.9","Promo Driven",8
326,"d","a","10070","Low risk","Hard to forecast","Weekly","Standard","4999","581","16.78","38.6","15.6","4058","16657","1660","71646","34993","11.6","MONITOR  - Reorder soon","5.5","1.27","17497","6340","18.6","835","315","3901936","5009","326200","419","11.88","779","835","849","111","18.6","44.9","14.8","25.0","Core",7
750,"d","a","8670","Low risk","Hard to forecast","Weekly","Standard","4993","433","18.89","31.9","19.9","3933","16216","1237","71139","34951","8.7","MONITOR  - Reorder soon","5.9","1.19","17476","5932","17.8","836","459","3108353","4997","250543","403","12.30","622","836","1032","84","18.5","44.1","7.7","25.0","Core",5
446,"a","a","340","Medium risk","Hard to forecast","Weekly","Standard","4986","1143","20.26","33.2","19.9","6153","18225","3267","73071","34902","22.9","MONITOR  - Reorder soon","6.5","1.08","17451","5372","20.0","837","551","3842157","4932","494709","635","7.70","779","847","867","461","17.5","44.9","0.5","33.9","At Risk",4
483,"a","c","2310","Medium risk","Hard to forecast","Weekly","Standard","4985","1575","19.80","31.2","21.1","7322","19456","4501","74291","34895","31.6","MONITOR  - Reorder soon","6.8","1.03","17448","5115","19.0","838","525","3859771","4948","507014","650","7.50","780","844","863","477","17.8","45.0","4.8","40.6","At Risk",6
1004,"d","c","970","Low risk","Hard to forecast","Weekly","Standard","4985","385","22.68","22.4","27.5","4331","16055","1100","70890","34895","7.7","WATCH    - Demand surging","5.2","1.34","46759","6693","26.4","838","665","3212907","5165","281082","452","11.27","622","807","1019","154","21.5","44.1","14.2","28.3","At Risk",4
2,"a","a","570","Medium risk","Hard to forecast","Weekly","Standard","4979","1086","19.01","34.0","18.1","5809","18041","3104","72810","34853","21.8","MONITOR  - Reorder soon","6.6","1.05","17427","5242","12.5","839","470","3883858","4954","457855","584","8.41","784","842","854","396","18.0","45.2","3.2","32.5","At Risk",6
781,"a","a","630","Medium risk","Hard to forecast","Weekly","Standard","4973","1177","22.12","28.2","22.8","6507","18283","3364","72986","34811","23.7","OK       - Stock sufficient","7.0","1.00","17406","4959","14.1","840","640","3839505","4922","524908","673","7.17","780","850","868","509","17.1","45.0","2.5","36.1","At Risk",5
1109,"c","a","3490","Low risk","Hard to forecast","Weekly","Standard","4970","761","19.36","32.4","17.8","4925","17085","2175","71755","34790","15.3","MONITOR  - Reorder soon","6.1","1.14","17395","5672","12.8","841","493","3064721","4927","281354","452","10.77","622","849","1035","191","17.3","44.1","-0.2","28.3","At Risk",4
941,"a","a","1200","Low risk","Forecastable","Weekly","Standard","4966","653","16.63","36.7","13.7","4226","16764","1866","71390","34762","13.1","MONITOR  - Reorder soon","5.6","1.24","17381","6178","18.6","842","302","3129057","5031","344647","554","8.98","622","830","1025","348","19.1","44.1","9.5","25.2","Core",5
902,"a","a","310","Low risk","Highly forecastable","Weekly","Standard","4963","401","12.55","55.6","8.6","2926","16035","1146","70628","34741","8.1","OK       - Stock sufficient","8.0","0.88","17371","4345","17.2","843","67","3039385","4886","391201","629","7.74","622","855","1039","457","16.6","44.1","-7.2","19.0","Core",6
1103,"d","c","1340","Low risk","Hard to forecast","Weekly","Standard","4961","569","21.16","28.0","20.6","4626","16509","1626","71080","34727","11.5","WARNING  - Order within 24hrs","4.8","1.46","34727","7241","24.2","844","603","3920264","5020","301204","386","12.85","781","833","844","57","18.9","44.8","23.3","28.9","At Risk",5
222,"a","a","2170","Low risk","Forecastable","Weekly","Standard","4958","987","17.22","33.4","14.9","5261","17695","2821","72233","34706","19.9","MONITOR  - Reorder soon","6.9","1.01","17353","4999","14.6","845","344","3906246","4982","440266","562","8.76","784","840","847","364","18.1","45.0","1.8","29.1","At Risk",6
1036,"d","c","9560","Low risk","Forecastable","Weekly","Standard","4951","412","15.93","40.1","13.1","3431","16030","1177","70491","34657","8.3","MONITOR  - Reorder soon","6.4","1.09","17329","5392","13.1","846","256","3884252","4986","367372","472","10.51","779","838","853","213","18.3","44.9","10.1","22.3","Core",8
480,"a","a","300","Medium risk","Forecastable","Weekly","Standard","4951","1172","15.83","36.4","11.2","5589","18202","3349","72663","34657","23.7","MONITOR  - Reorder soon","6.9","1.01","17329","5019","10.7","846","248","3869738","4936","488793","623","7.83","784","846","859","449","17.6","45.0","1.3","31.4","At Risk",6
188,"d","a","850","Low risk","Hard to forecast","Weekly","Standard","4946","540","23.78","25.0","28.6","4905","16381","1543","70787","34622","10.9","WARNING  - Order within 24hrs","4.8","1.47","34622","7266","32.9","847","701","3884836","4987","341389","438","11.20","779","837","852","161","18.4","44.9","11.6","29.9","At Risk",5
664,"d","c","1680","Low risk","Hard to forecast","Weekly","Standard","4929","810","19.68","32.1","20.9","5087","17102","2315","71321","34503","16.4","MONITOR  - Reorder soon","5.7","1.22","17252","6023","17.2","848","515","3858158","4946","469879","602","8.07","780","845","864","428","17.7","45.0","10.3","30.8","At Risk",6
1035,"a","a","27150","Medium risk","Hard to forecast","Weekly","Standard","4916","1431","20.12","32.4","19.1","6916","18838","4090","72914","34412","29.1","MONITOR  - Reorder soon","6.4","1.09","17206","5352","15.3","849","546","3803794","4877","450423","577","8.34","780","858","878","403","16.2","45.1","0.4","39.2","At Risk",6
265,"a","a","4580","Medium risk","Hard to forecast","Weekly","Standard","4916","1198","20.32","30.3","19.0","6279","18172","3424","72248","34412","24.4","MONITOR  - Reorder soon","5.6","1.25","17206","6139","16.4","849","555","3859812","4955","392036","503","9.67","779","841","862","286","18.0","44.9","3.9","35.7","At Risk",4
531,"a","c","4030","Low risk","Highly forecastable","Weekly","Standard","4910","473","11.13","53.9","4.0","2914","16082","1352","70092","34370","9.6","OK       - Stock sufficient","7.2","0.98","17185","4806","9.2","850","38","3843117","4902","470876","601","8.13","784","853","866","423","16.8","45.0","9.4","19.0","Core",8
462,"a","a","44320","Medium risk","Hard to forecast","Weekly","Standard","4906","1213","17.22","38.5","16.3","5881","18185","3467","72151","34342","24.7","MONITOR  - Reorder soon","6.9","1.01","17171","4978","9.7","851","344","3769419","4833","472848","606","7.89","780","867","887","444","15.4","45.0","-0.6","33.8","At Risk",6
220,"a","a","1000","Low risk","Hard to forecast","Weekly","Standard","4903","667","17.82","34.9","16.0","4403","16615","1906","70548","34321","13.6","OK       - Stock sufficient","7.0","0.99","17161","4872","15.3","852","382","3807392","4906","500228","645","7.56","776","851","876","471","17.1","44.8","-2.2","26.2","Core",6
1106,"a","c","5330","Medium risk","Forecastable","Weekly","Standard","4901","993","13.75","46.0","8.6","4764","17541","2838","71452","34307","20.3","MONITOR  - Reorder soon","6.4","1.09","17154","5358","9.6","853","109","3836971","4894","437169","558","8.70","784","854","870","370","16.7","45.0","7.2","28.4","At Risk",7
804,"c","c","2100","Low risk","Forecastable","Weekly","Standard","4899","546","15.22","41.1","12.0","3691","16257","1560","70146","34293","11.1","MONITOR  - Reorder soon","5.6","1.25","17147","6109","21.6","854","211","3061600","4922","273928","440","11.11","622","850","1036","166","17.1","44.1","6.1","22.2","Core",6
601,"d","a","8220","Low risk","Hard to forecast","Weekly","Standard","4897","418","17.26","37.5","16.8","3610","15886","1195","69753","34279","8.5","MONITOR  - Reorder soon","6.2","1.13","17140","5532","12.6","855","347","3807976","4876","307941","394","12.28","781","859","875","85","16.2","44.8","3.2","23.9","Core",6
758,"a","c","19780","Low risk","Forecastable","Weekly","Standard","4887","859","15.24","38.9","8.3","4583","17116","2455","70873","34209","17.6","MONITOR  - Reorder soon","6.2","1.14","17105","5552","11.6","856","213","3768116","4868","492895","637","7.62","774","861","888","468","16.0","44.7","2.5","26.3","Core",5
268,"a","a","4520","Low risk","Hard to forecast","Weekly","Standard","4886","773","20.48","29.2","24.4","5069","16867","2209","70613","34202","15.8","MONITOR  - Reorder soon","6.8","1.03","17101","5019","20.3","857","564","3826840","4881","468855","598","8.03","784","857","871","432","16.4","45.0","1.5","29.7","At Risk",6
568,"d","c","4270","Low risk","Forecastable","Weekly","Standard","4874","613","14.46","42.8","10.4","3766","16374","1752","69988","34118","12.6","MONITOR  - Reorder soon","5.6","1.24","17059","6065","14.7","858","159","3809325","4877","323256","414","11.70","781","858","873","123","16.2","44.8","16.5","23.7","Core",6
1047,"a","a","3750","Low risk","Hard to forecast","Weekly","Standard","4864","780","19.62","31.2","20.3","4956","16821","2229","70325","34048","16.0","MONITOR  - Reorder soon","6.1","1.14","17024","5561","15.0","859","510","3791124","4885","407902","526","9.17","776","856","882","331","16.5","44.8","2.2","29.8","At Risk",5
845,"d","a","7860","Low risk","Forecastable","Weekly","Standard","4861","453","14.84","43.3","11.5","3356","15878","1295","69349","34027","9.3","MONITOR  - Reorder soon","6.1","1.14","17014","5543","11.7","860","186","3746964","4829","277736","358","13.44","776","869","894","29","15.2","44.8","4.6","21.2","Core",6
485,"d","c","3270","Low risk","Forecastable","Weekly","Standard","4860","538","14.51","42.8","10.4","3553","16118","1538","69578","34020","11.1","WATCH    - Demand surging","5.3","1.32","44906","6406","19.2","861","163","3029769","4871","261854","421","11.50","622","860","1041","136","16.1","44.1","13.4","22.6","Core",6
801,"d","a","48330","Low risk","Hard to forecast","Weekly","Standard","4857","778","19.66","34.7","20.6","4952","16794","2223","70221","33999","16.0","WARNING  - Order within 24hrs","4.9","1.42","33999","6885","18.3","862","513","3798660","4845","371915","474","10.08","784","863","880","253","15.8","45.0","10.3","30.3","At Risk",6
1031,"d","a","590","Low risk","Hard to forecast","Weekly","Standard","4854","729","23.52","25.0","25.8","5346","16645","2083","70039","33978","15.0","MONITOR  - Reorder soon","6.2","1.12","16989","5441","15.1","863","693","3773364","4844","325598","418","11.41","779","864","885","143","15.7","44.9","2.2","30.9","At Risk",4
194,"d","c","16970","Low risk","Forecastable","Weekly","Standard","4854","375","14.52","45.1","11.9","3086","15634","1072","69028","33978","7.7","MONITOR  - Reorder soon","5.6","1.25","16989","6049","17.9","863","164","3752516","4829","324514","418","11.49","777","869","893","137","15.2","44.8","8.8","21.7","Core",7
663,"a","c","7860","Medium risk","Hard to forecast","Weekly","Standard","4852","988","18.33","33.2","18.7","5365","17380","2824","70752","33964","20.4","WARNING  - Order within 24hrs","4.6","1.51","33964","7310","17.9","864","419","3623173","4793","494265","654","7.22","756","875","928","504","14.6","45.1","40.1","33.8","At Risk",6
212,"a","c","15050","Low risk","Hard to forecast","Weekly","Standard","4850","678","17.34","38.4","16.9","4341","16488","1938","69838","33950","14.0","OK       - Stock sufficient","7.0","0.99","16975","4824","11.0","865","352","3744115","4776","361234","461","10.31","784","878","895","232","14.3","45.0","-1.3","26.3","Core",7
1095,"a","a","690","Low risk","Forecastable","Weekly","Standard","4843","844","16.65","37.8","14.7","4717","16941","2412","70214","33901","17.4","MONITOR  - Reorder soon","6.9","1.01","16951","4890","6.4","866","304","3739067","4781","530065","678","6.98","782","877","897","524","14.5","45.1","4.6","28.3","At Risk",7
566,"a","a","3620","Low risk","Forecastable","Weekly","Standard","4837","695","15.74","36.8","10.9","4162","16497","1986","69704","33859","14.4","MONITOR  - Reorder soon","6.1","1.14","16930","5517","12.9","867","244","3845237","4905","427157","545","8.92","784","852","865","354","17.0","45.0","19.0","26.0","Core",7
966,"a","a","760","Low risk","Forecastable","Weekly","Standard","4830","627","14.20","43.7","5.8","3752","16282","1792","69412","33810","13.0","OK       - Stock sufficient","7.1","0.98","16905","4756","13.0","868","140","3753283","4818","475390","610","7.87","779","871","892","446","15.0","44.9","3.5","21.9","Core",8
461,"d","c","1790","Low risk","Hard to forecast","Weekly","Standard","4825","421","19.76","33.8","20.8","3928","15678","1203","68753","33775","8.7","MONITOR  - Reorder soon","6.0","1.16","16888","5609","21.5","869","522","3759643","4839","370263","477","10.06","777","866","891","255","15.5","44.8","-0.2","25.9","Core",6
776,"c","a","700","Low risk","Hard to forecast","Weekly","Standard","4820","635","19.61","34.9","19.6","4516","16275","1815","69295","33740","13.2","MONITOR  - Reorder soon","6.4","1.09","16870","5242","13.2","870","509","3728530","4805","414825","535","8.89","776","873","899","356","14.8","44.8","5.5","27.6","At Risk",4
977,"a","a","520","Medium risk","Hard to forecast","Weekly","Standard","4814","1042","26.44","22.3","31.5","6615","17420","2978","70374","33698","21.6","MONITOR  - Reorder soon","6.2","1.12","16849","5395","17.1","871","742","2974291","4774","318092","511","9.10","623","879","1049","337","14.2","44.1","-4.8","38.4","At Risk",3
924,"a","a","6420","Low risk","Hard to forecast","Weekly","Standard","4810","918","18.30","32.2","16.5","5139","17054","2624","69964","33670","19.1","OK       - Stock sufficient","7.4","0.95","16835","4564","17.0","872","417","3702496","4753","350663","450","10.44","779","885","906","220","13.6","44.9","-1.3","30.1","At Risk",4
1,"c","a","1270","Low risk","Forecastable","Weekly","Standard","4809","343","15.95","38.1","12.1","3172","15407","980","68306","33663","7.1","MONITOR  - Reorder soon","6.9","1.02","16832","4893","13.3","873","258","3716854","4759","440523","564","8.39","781","883","900","398","13.8","44.8","-3.4","21.3","Core",6
793,"d","a","2710","Low risk","Hard to forecast","Weekly","Standard","4806","754","28.74","20.4","34.9","6102","16573","2155","69439","33642","15.7","MONITOR  - Reorder soon","6.1","1.15","16821","5506","24.2","874","753","3764223","4832","356672","458","10.32","779","868","889","231","15.4","44.9","6.2","36.1","At Risk",4
639,"a","a","7780","Low risk","Hard to forecast","Weekly","Standard","4804","949","21.12","31.0","17.8","5612","17124","2712","69968","33628","19.8","OK       - Stock sufficient","7.3","0.96","16814","4588","17.4","875","599","3688329","4735","378581","486","9.62","779","886","911","291","13.5","44.9","-3.8","31.9","At Risk",4
347,"d","c","9360","Low risk","Forecastable","Weekly","Standard","4804","481","14.30","45.6","9.8","3338","15787","1375","68631","33628","10.0","MONITOR  - Reorder soon","5.5","1.27","16814","6124","15.1","875","148","3732856","4804","300454","387","12.36","777","874","898","81","14.7","44.8","13.8","23.0","Core",7
39,"a","a","260","Medium risk","Hard to forecast","Weekly","Standard","4794","1060","24.04","25.8","30.3","6323","17411","3029","70145","33558","22.1","MONITOR  - Reorder soon","6.1","1.14","16779","5484","25.6","876","710","3780153","4853","490471","630","7.52","779","862","884","475","15.9","44.9","11.1","38.4","At Risk",4
530,"a","c","18160","Medium risk","Hard to forecast","Weekly","Standard","4788","1125","22.70","32.1","24.7","6321","17579","3215","70247","33516","23.5","WARNING  - Order within 24hrs","4.0","1.76","33516","8409","14.2","877","666","4198697","4634","680230","751","6.39","906","900","761","556","12.2","39.1","21.0","40.3","At Risk",3
883,"a","a","3200","Low risk","Forecastable","Weekly","Standard","4787","924","14.91","43.5","8.5","4680","17002","2641","69659","33509","19.3","OK       - Stock sufficient","7.4","0.95","16755","4539","14.5","878","192","3714779","4769","391539","503","9.44","779","882","901","306","13.9","44.9","0.1","27.3","At Risk",6
1009,"a","a","230","Low risk","Forecastable","Weekly","Standard","4783","682","12.52","48.4","5.3","3660","16298","1949","68911","33481","14.3","MONITOR  - Reorder soon","6.2","1.14","16741","5434","8.4","879","66","2968299","4772","284969","458","10.40","622","880","1050","224","14.1","44.1","2.3","21.8","Core",6
457,"d","c","13140","Low risk","Hard to forecast","Weekly","Standard","4764","535","17.66","35.4","16.9","3933","15821","1529","68225","33348","11.2","WATCH    - Demand surging","5.3","1.31","43686","6250","14.1","880","373","3010824","4841","269133","433","11.08","622","865","1045","169","15.6","44.1","19.1","26.3","Core",5
240,"a","a","1110","Low risk","Forecastable","Weekly","Standard","4760","573","13.46","41.2","6.9","3469","15918","1638","68278","33320","12.0","OK       - Stock sufficient","7.2","0.97","16660","4631","9.3","881","100","3772636","4812","360447","460","10.41","784","872","886","223","14.9","45.0","4.4","20.6","Core",8
955,"d","c","1690","Low risk","Hard to forecast","Weekly","Standard","4755","551","21.94","30.2","23.7","4556","15840","1575","68145","33285","11.6","MONITOR  - Reorder soon","6.0","1.16","16643","5502","14.5","882","633","3676529","4720","355771","457","10.19","779","891","915","242","13.0","44.9","19.4","29.2","At Risk",5
404,"a","c","1420","Low risk","Forecastable","Weekly","Standard","4752","935","15.46","38.0","9.4","4772","16928","2672","69200","33264","19.7","MONITOR  - Reorder soon","5.5","1.27","16632","6012","17.5","883","228","3631985","4785","433625","571","8.34","759","876","927","403","14.5","44.5","9.8","30.1","At Risk",4
134,"a","a","1200","Low risk","Highly forecastable","Weekly","Standard","4750","754","10.26","54.4","2.1","3548","16405","2155","68655","33250","15.9","OK       - Stock sufficient","7.5","0.94","16625","4457","11.3","884","24","3705099","4726","387764","495","9.56","784","889","905","297","13.2","45.0","-1.4","20.8","Core",8
61,"a","c","350","Low risk","Hard to forecast","Weekly","Standard","4744","488","17.94","36.7","16.3","3827","15627","1395","67811","33208","10.3","MONITOR  - Reorder soon","5.5","1.27","16604","6005","17.1","885","390","3668998","4722","444241","572","8.19","777","890","918","417","13.1","44.8","15.6","25.3","Core",5
505,"a","a","350","Low risk","Hard to forecast","Weekly","Standard","4743","637","18.01","32.9","15.6","4262","16049","1820","68222","33201","13.4","MONITOR  - Reorder soon","6.0","1.16","16601","5493","24.6","886","397","3711170","4776","462013","595","7.95","777","878","904","439","14.3","44.8","3.5","26.0","Core",6
589,"a","c","360","Medium risk","Hard to forecast","Weekly","Standard","4741","1072","34.01","19.7","32.7","7672","17287","3064","69438","33187","22.6","MONITOR  - Reorder soon","5.5","1.28","16594","6052","20.0","887","758","3537175","4679","373858","495","9.09","756","896","952","338","12.6","44.7","27.0","45.0","At Risk",3
1028,"a","a","150","Medium risk","Hard to forecast","Weekly","Standard","4737","987","25.28","22.9","30.3","6243","17032","2821","69139","33159","20.8","MONITOR  - Reorder soon","5.8","1.22","16580","5765","19.1","888","734","3686723","4733","425786","547","8.47","779","887","912","391","13.4","44.9","11.5","37.6","At Risk",4
988,"a","a","30","Low risk","Forecastable","Weekly","Standard","4730","461","14.62","42.7","7.0","3294","15507","1317","67537","33110","9.7","MONITOR  - Reorder soon","6.9","1.02","16555","4823","10.7","889","168","3683288","4698","566446","723","6.49","784","893","914","550","12.8","45.0","-0.7","21.1","Core",8
86,"a","a","480","Low risk","Hard to forecast","Weekly","Standard","4727","595","23.16","26.8","24.6","4829","15881","1700","67878","33089","12.6","OK       - Stock sufficient","7.3","0.96","16545","4533","19.6","890","679","3652727","4695","470659","605","7.66","778","894","922","465","12.7","44.9","1.8","29.2","At Risk",5
183,"a","a","9670","Medium risk","Forecastable","Weekly","Standard","4721","995","15.51","42.4","10.7","4936","17007","2844","68938","33047","21.1","MONITOR  - Reorder soon","6.0","1.17","16524","5509","10.2","891","231","2945836","4821","367233","601","7.93","611","870","1055","441","15.1","44.2","13.8","34.7","At Risk",3
5,"a","a","29910","Medium risk","Hard to forecast","Weekly","Standard","4713","1298","19.78","33.6","21.6","6374","17849","3710","69692","32991","27.5","MONITOR  - Reorder soon","6.7","1.05","16496","4950","13.2","892","523","3642818","4676","418588","537","8.61","779","897","923","379","12.5","45.1","1.7","37.8","At Risk",6
231,"d","c","3840","Low risk","Hard to forecast","Weekly","Standard","4709","362","21.95","26.8","26.3","3989","15162","1035","66961","32963","7.7","WATCH    - Demand surging","5.1","1.38","45489","6502","31.4","893","634","2967114","4770","245380","395","11.96","622","881","1051","105","14.0","44.1","10.7","27.0","At Risk",4
584,"d","a","1360","Low risk","Hard to forecast","Weekly","Standard","4708","364","17.64","35.7","16.7","3414","15164","1040","66952","32956","7.7","MONITOR  - Reorder soon","5.9","1.18","16478","5567","16.5","894","371","3697954","4735","338512","433","10.82","781","886","907","188","13.5","44.8","8.8","23.7","Core",6
858,"a","a","3370","Low risk","Forecastable","Weekly","Standard","4692","573","12.06","47.5","3.5","3255","15714","1638","67326","32844","12.2","MONITOR  - Reorder soon","5.7","1.23","16422","5773","16.9","895","53","2957986","4756","260058","418","11.33","622","884","1054","149","13.7","44.1","8.0","19.9","Core",6
217,"c","a","3150","Low risk","Forecastable","Weekly","Standard","4674","369","14.48","45.6","11.7","2989","15077","1055","66491","32718","7.9","MONITOR  - Reorder soon","6.5","1.08","16359","5039","13.1","896","160","3685496","4701","504018","643","7.26","784","892","913","500","12.9","45.0","6.1","21.2","Core",8
408,"c","a","1560","Low risk","Hard to forecast","Weekly","Standard","4662","333","18.38","30.8","17.8","3401","14938","952","66220","32634","7.1","WATCH    - Demand surging","5.3","1.33","43403","6197","25.1","897","423","3673481","4728","361353","465","10.07","777","888","916","254","13.3","44.8","6.2","23.3","Core",6
852,"c","a","940","Low risk","Hard to forecast","Weekly","Standard","4654","790","18.78","31.6","17.6","4756","16220","2258","67414","32578","17.0","MONITOR  - Reorder soon","6.7","1.05","16289","4888","14.6","898","452","3597687","4607","456050","584","7.83","781","902","930","449","12.0","44.8","-0.6","29.8","At Risk",5
103,"d","c","5210","Low risk","Forecastable","Weekly","Standard","4635","634","13.03","45.7","5.5","3538","15717","1812","66702","32445","13.7","MONITOR  - Reorder soon","6.8","1.02","16223","4744","8.7","899","84","2959073","4689","266040","422","11.05","631","895","1053","172","12.7","44.5","8.0","25.8","Core",5
345,"a","a","120","Low risk","Forecastable","Weekly","Standard","4629","700","16.75","34.7","13.3","4216","15888","2001","66807","32403","15.1","MONITOR  - Reorder soon","6.0","1.16","16202","5368","11.6","900","313","2836062","4560","307503","494","9.16","622","911","1066","332","11.1","44.1","-1.8","25.7","Core",5
549,"a","c","2330","Low risk","Forecastable","Weekly","Standard","4618","479","12.55","47.7","5.1","3025","15223","1369","66021","32326","10.4","MONITOR  - Reorder soon","6.7","1.04","16163","4795","10.6","901","67","3639890","4643","429407","548","8.47","784","898","924","391","12.4","45.0","7.7","19.8","Core",8
142,"a","a","1090","Low risk","Forecastable","Weekly","Standard","4616","680","14.04","44.8","5.8","3796","15791","1943","66567","32312","14.7","OK       - Stock sufficient","7.3","0.96","16156","4417","10.3","902","127","3586489","4604","443045","569","8.05","779","903","935","430","11.9","44.9","0.3","23.1","Core",8
110,"a","c","46590","Low risk","Forecastable","Weekly","Standard","4615","763","15.34","42.6","11.7","4204","16026","2181","66791","32305","16.5","MONITOR  - Reorder soon","5.8","1.22","16153","5608","17.4","903","220","3554993","4534","460552","587","7.69","784","918","946","462","10.3","45.0","1.0","27.1","At Risk",6
422,"a","c","2880","Low risk","Forecastable","Weekly","Standard","4614","357","13.18","49.1","8.8","2758","14862","1020","65616","32298","7.7","OK       - Stock sufficient","7.5","0.94","16149","4331","12.0","904","89","3574303","4559","364186","465","9.77","784","912","940","276","11.0","45.0","4.1","19.8","Core",8
708,"c","c","11470","Medium risk","Hard to forecast","Weekly","Standard","4612","1006","22.61","31.8","25.9","5855","16711","2875","67443","32284","21.8","WATCH    - Demand surging","5.0","1.39","44875","6402","11.2","905","661","3145529","4579","325392","474","9.32","687","906","1023","317","11.7","45.1","56.3","45.1","At Risk",6
364,"a","c","13620","Low risk","Hard to forecast","Weekly","Standard","4605","815","18.90","34.3","15.9","4817","16144","2329","66799","32235","17.7","MONITOR  - Reorder soon","5.4","1.30","16118","5993","18.2","906","460","3510451","4565","437640","569","7.91","769","909","960","442","11.3","45.0","17.0","31.5","At Risk",6
609,"a","a","2070","Low risk","Forecastable","Weekly","Standard","4600","878","12.26","48.6","3.8","4121","16309","2509","66909","32200","19.1","MONITOR  - Reorder soon","6.7","1.05","16100","4817","10.4","907","60","3636230","4638","395622","505","9.18","784","899","925","330","12.3","45.0","4.5","24.6","Promo Driven",8
73,"a","c","1650","Medium risk","Forecastable","Weekly","Standard","4572","996","14.41","43.0","9.4","4729","16562","2846","66854","32004","21.8","MONITOR  - Reorder soon","6.7","1.05","16002","4807","7.0","908","154","3588351","4577","387402","494","9.21","784","907","933","327","11.6","45.0","7.0","29.6","At Risk",6
55,"a","a","720","Medium risk","Hard to forecast","Weekly","Standard","4570","917","20.16","28.5","20.9","5254","16331","2621","66601","31990","20.1","MONITOR  - Reorder soon","6.1","1.14","15995","5205","17.2","909","548","3587212","4599","435992","559","8.12","780","904","934","424","11.8","45.1","19.1","33.4","At Risk",6
874,"a","a","3210","Low risk","Forecastable","Weekly","Standard","4559","449","15.59","39.2","11.4","3314","14960","1283","65109","31913","9.8","MONITOR  - Reorder soon","6.2","1.13","15957","5165","9.7","910","235","3593615","4584","399658","510","8.93","784","905","932","353","11.8","45.0","10.3","22.0","Promo Driven",9
373,"d","c","11120","Low risk","Forecastable","Weekly","Standard","4556","401","15.43","43.1","13.6","3155","14814","1146","64930","31892","8.8","MONITOR  - Reorder soon","6.1","1.15","15946","5233","9.4","911","225","3520201","4531","245955","317","14.22","777","920","957","11","10.1","44.8","9.6","23.6","Core",6
1105,"c","c","330","Low risk","Hard to forecast","Weekly","Standard","4550","706","24.33","25.9","28.2","5181","15668","2018","65718","31850","15.5","MONITOR  - Reorder soon","5.5","1.28","15925","5802","22.8","912","717","3555802","4565","397318","510","8.78","779","909","945","363","11.3","44.9","27.3","34.6","At Risk",4
570,"a","a","180","Low risk","Hard to forecast","Weekly","Standard","4539","830","23.77","32.0","23.1","5455","15989","2372","65918","31773","18.3","OK       - Stock sufficient","7.8","0.90","15887","4099","19.2","913","700","3533080","4535","515535","662","6.73","779","917","954","537","10.4","44.9","-11.4","34.1","At Risk",4
795,"d","a","510","Low risk","Hard to forecast","Weekly","Standard","4535","481","28.45","20.5","35.0","5062","14980","1375","64865","31745","10.6","MONITOR  - Reorder soon","6.4","1.09","15873","4951","24.4","914","751","3547312","4554","364026","467","9.56","779","913","948","297","10.9","44.9","2.4","33.0","At Risk",4
714,"d","c","12070","Low risk","Forecastable","Weekly","Standard","4532","604","16.17","39.8","14.2","3820","15322","1726","65174","31724","13.3","WATCH    - Demand surging","5.2","1.35","42827","6128","16.7","915","271","3538417","4554","257282","331","13.61","777","913","950","26","10.9","44.8","26.0","27.7","At Risk",4
727,"a","a","2050","Low risk","Forecastable","Weekly","Standard","4530","833","16.80","36.8","12.6","4556","15971","2381","65801","31710","18.4","MONITOR  - Reorder soon","6.0","1.17","15855","5318","14.2","916","317","3537376","4529","353663","453","9.90","781","921","951","267","10.1","44.8","4.0","27.9","At Risk",4
710,"d","a","1500","Low risk","Hard to forecast","Weekly","Standard","4523","476","21.51","31.1","24.8","4141","14929","1360","64682","31661","10.5","WATCH    - Demand surging","5.3","1.33","42109","6017","20.4","917","616","2828018","4547","232122","373","12.03","622","914","1067","99","10.8","44.1","9.7","28.7","At Risk",4
405,"a","a","1080","Low risk","Hard to forecast","Weekly","Standard","4517","878","26.53","21.3","29.7","5934","16060","2509","65747","31619","19.4","MONITOR  - Reorder soon","6.3","1.11","15810","5014","20.8","918","743","3521625","4521","379921","488","9.05","779","923","956","342","9.9","44.9","2.2","36.8","At Risk",4
569,"a","a","1340","Low risk","Highly forecastable","Weekly","Standard","4514","812","10.09","58.2","1.4","3622","15863","2321","65517","31598","18.0","OK       - Stock sufficient","7.2","0.97","15799","4399","4.1","919","22","3543332","4520","511836","653","6.95","784","924","949","526","9.8","45.0","0.5","20.9","Core",8
