"Store","Date","actual_sales","split","ts_forecast","ma_forecast","ensemble_forecast","ts_blend_weight","ma_blend_weight","ensemble_error","abs_error","ape","upper_95","lower_95"
10,"2013-06-13",4652,"train","5236","5281","5257","0.544","0.456","-605","605","13.01","6927","3587"
10,"2013-06-14",5055,"train","5489","5527","5506","0.544","0.456","-451","451","8.92","7176","3836"
10,"2013-06-15",4765,"train","4729","4772","4749","0.544","0.456","16","16","0.34","6419","3079"
10,"2013-06-17",7854,"train","6479","6526","6500","0.544","0.456","1354","1354","17.24","8170","4830"
10,"2013-06-18",7078,"train","5648","5691","5668","0.544","0.456","1410","1410","19.92","7338","3998"
10,"2013-06-19",5697,"train","5199","5245","5220","0.544","0.456","477","477","8.37","6890","3550"
10,"2013-06-20",5286,"train","5244","5281","5261","0.544","0.456","25","25","0.47","6931","3591"
10,"2013-06-21",5687,"train","5496","5527","5510","0.544","0.456","177","177","3.11","7180","3840"
10,"2013-06-22",4795,"train","4736","4772","4752","0.544","0.456","43","43","0.90","6422","3082"
10,"2013-06-24",5905,"train","6487","6526","6505","0.544","0.456","-600","600","10.16","8175","4835"
10,"2013-06-25",4946,"train","5656","5691","5672","0.544","0.456","-726","726","14.68","7342","4002"
10,"2013-06-26",4923,"train","5206","5245","5224","0.544","0.456","-301","301","6.11","6894","3554"
10,"2013-06-27",4791,"train","5251","5281","5265","0.544","0.456","-474","474","9.89","6935","3595"
10,"2013-06-28",5814,"train","5503","5527","5514","0.544","0.456","300","300","5.16","7184","3844"
10,"2013-06-29",4610,"train","4744","4772","4757","0.544","0.456","-147","147","3.19","6427","3087"
10,"2013-07-01",7138,"train","6263","6526","6383","0.544","0.456","755","755","10.58","8053","4713"
10,"2013-07-02",5828,"train","5432","5691","5550","0.544","0.456","278","278","4.77","7220","3880"
10,"2013-07-03",5636,"train","4982","5245","5102","0.544","0.456","534","534","9.47","6772","3432"
10,"2013-07-04",5798,"train","5028","5281","5143","0.544","0.456","655","655","11.30","6813","3473"
10,"2013-07-05",5663,"train","5280","5527","5393","0.544","0.456","270","270","4.77","7063","3723"
10,"2013-07-06",4349,"train","4520","4772","4635","0.544","0.456","-286","286","6.58","6305","2965"
10,"2013-07-08",5792,"train","6270","6526","6387","0.544","0.456","-595","595","10.27","8057","4717"
10,"2013-07-09",4503,"train","5439","5691","5554","0.544","0.456","-1051","1051","23.34","7224","3884"
10,"2013-07-10",4305,"train","4990","5245","5106","0.544","0.456","-801","801","18.61","6776","3436"
10,"2013-07-11",4161,"train","5035","5281","5147","0.544","0.456","-986","986","23.70","6817","3477"
10,"2013-07-12",4595,"train","5287","5527","5396","0.544","0.456","-801","801","17.43","7066","3726"
10,"2013-07-13",4090,"train","4527","4772","4639","0.544","0.456","-549","549","13.42","6309","2969"
10,"2013-07-15",7179,"train","6278","6526","6391","0.544","0.456","788","788","10.98","8061","4721"
10,"2013-07-16",6093,"train","5447","5691","5558","0.544","0.456","535","535","8.78","7228","3888"
10,"2013-07-17",5200,"train","4997","5245","5110","0.544","0.456","90","90","1.73","6780","3440"
10,"2013-07-18",5048,"train","5042","5281","5151","0.544","0.456","-103","103","2.04","6821","3481"
10,"2013-07-19",6122,"train","5295","5527","5401","0.544","0.456","721","721","11.78","7071","3731"
10,"2013-07-20",3957,"train","4535","4772","4643","0.544","0.456","-686","686","17.34","6313","2973"
10,"2013-07-22",4553,"train","6285","6526","6395","0.544","0.456","-1842","1842","40.46","8065","4725"
10,"2013-07-23",4482,"train","5454","5691","5562","0.544","0.456","-1080","1080","24.10","7232","3892"
10,"2013-07-24",4160,"train","5004","5245","5114","0.544","0.456","-954","954","22.93","6784","3444"
10,"2013-07-25",4238,"train","5050","5281","5155","0.544","0.456","-917","917","21.64","6825","3485"
10,"2013-07-26",4264,"train","5302","5527","5405","0.544","0.456","-1141","1141","26.76","7075","3735"
10,"2013-07-27",3927,"train","4542","4772","4647","0.544","0.456","-720","720","18.33","6317","2977"
10,"2013-07-29",7368,"train","6292","6526","6399","0.544","0.456","969","969","13.15","8069","4729"
10,"2013-07-30",6378,"train","5462","5691","5566","0.544","0.456","812","812","12.73","7236","3896"
10,"2013-07-31",5915,"train","5012","5245","5118","0.544","0.456","797","797","13.47","6788","3448"
10,"2013-08-01",5861,"train","4791","5281","5014","0.544","0.456","847","847","14.45","6684","3344"
10,"2013-08-02",5052,"train","5043","5527","5264","0.544","0.456","-212","212","4.20","6934","3594"
10,"2013-08-03",3805,"train","4283","4772","4506","0.544","0.456","-701","701","18.42","6176","2836"
10,"2013-08-05",5504,"train","6034","6526","6258","0.544","0.456","-754","754","13.70","7928","4588"
10,"2013-08-06",5008,"train","5203","5691","5426","0.544","0.456","-418","418","8.35","7096","3756"
10,"2013-08-07",5064,"train","4753","5245","4977","0.544","0.456","87","87","1.72","6647","3307"
10,"2013-08-08",4719,"train","4798","5281","5018","0.544","0.456","-299","299","6.34","6688","3348"
10,"2013-08-09",4829,"train","5051","5527","5268","0.544","0.456","-439","439","9.09","6938","3598"
10,"2013-08-10",4648,"train","4291","4772","4510","0.544","0.456","138","138","2.97","6180","2840"
10,"2013-08-12",8062,"train","6041","6526","6262","0.544","0.456","1800","1800","22.33","7932","4592"
10,"2013-08-13",6781,"train","5210","5691","5429","0.544","0.456","1352","1352","19.94","7099","3759"
10,"2013-08-14",5972,"train","4761","5245","4982","0.544","0.456","990","990","16.58","6652","3312"
10,"2013-08-15",5212,"train","4806","5281","5023","0.544","0.456","189","189","3.63","6693","3353"
10,"2013-08-16",5604,"train","5058","5527","5272","0.544","0.456","332","332","5.92","6942","3602"
10,"2013-08-17",4703,"train","4298","4772","4514","0.544","0.456","189","189","4.02","6184","2844"
10,"2013-08-19",4556,"train","6048","6526","6266","0.544","0.456","-1710","1710","37.53","7936","4596"
10,"2013-08-20",4433,"train","5218","5691","5434","0.544","0.456","-1001","1001","22.58","7104","3764"
10,"2013-08-21",4709,"train","4768","5245","4986","0.544","0.456","-277","277","5.88","6656","3316"
10,"2013-08-22",4359,"train","4813","5281","5026","0.544","0.456","-667","667","15.30","6696","3356"
10,"2013-08-23",4592,"train","5065","5527","5276","0.544","0.456","-684","684","14.90","6946","3606"
10,"2013-08-24",5032,"train","4306","4772","4518","0.544","0.456","514","514","10.21","6188","2848"
10,"2013-08-26",6588,"train","6056","6526","6270","0.544","0.456","318","318","4.83","7940","4600"
10,"2013-08-27",6350,"train","5225","5691","5437","0.544","0.456","913","913","14.38","7107","3767"
10,"2013-08-28",5791,"train","4775","5245","4989","0.544","0.456","802","802","13.85","6659","3319"
10,"2013-08-29",5578,"train","4820","5281","5030","0.544","0.456","548","548","9.82","6700","3360"
10,"2013-08-30",6448,"train","5073","5527","5280","0.544","0.456","1168","1168","18.11","6950","3610"
10,"2013-08-31",4717,"train","4313","4772","4522","0.544","0.456","195","195","4.13","6192","2852"
10,"2013-09-02",4674,"train","6095","6526","6292","0.544","0.456","-1618","1618","34.62","7962","4622"
10,"2013-09-03",4968,"train","5264","5691","5459","0.544","0.456","-491","491","9.88","7129","3789"
10,"2013-09-04",4160,"train","4815","5245","5011","0.544","0.456","-851","851","20.46","6681","3341"
10,"2013-09-05",4717,"train","4860","5281","5052","0.544","0.456","-335","335","7.10","6722","3382"
10,"2013-09-06",4582,"train","5112","5527","5301","0.544","0.456","-719","719","15.69","6971","3631"
10,"2013-09-07",4467,"train","4352","4772","4544","0.544","0.456","-77","77","1.72","6214","2874"
10,"2013-09-09",7486,"train","6103","6526","6296","0.544","0.456","1190","1190","15.90","7966","4626"
10,"2013-09-10",5937,"train","5272","5691","5463","0.544","0.456","474","474","7.98","7133","3793"
10,"2013-09-11",4936,"train","4822","5245","5015","0.544","0.456","-79","79","1.60","6685","3345"
10,"2013-09-12",5681,"train","4867","5281","5056","0.544","0.456","625","625","11.00","6726","3386"
10,"2013-09-13",5518,"train","5119","5527","5305","0.544","0.456","213","213","3.86","6975","3635"
10,"2013-09-14",4262,"train","4360","4772","4548","0.544","0.456","-286","286","6.71","6218","2878"
10,"2013-09-16",5405,"train","6110","6526","6300","0.544","0.456","-895","895","16.56","7970","4630"
10,"2013-09-17",4394,"train","5279","5691","5467","0.544","0.456","-1073","1073","24.42","7137","3797"
10,"2013-09-18",4544,"train","4829","5245","5019","0.544","0.456","-475","475","10.45","6689","3349"
10,"2013-09-19",4205,"train","4875","5281","5060","0.544","0.456","-855","855","20.33","6730","3390"
10,"2013-09-20",4708,"train","5127","5527","5309","0.544","0.456","-601","601","12.77","6979","3639"
10,"2013-09-21",4137,"train","4367","4772","4552","0.544","0.456","-415","415","10.03","6222","2882"
10,"2013-09-23",7333,"train","6117","6526","6304","0.544","0.456","1029","1029","14.03","7974","4634"
10,"2013-09-24",5854,"train","5286","5691","5471","0.544","0.456","383","383","6.54","7141","3801"
10,"2013-09-25",5359,"train","4837","5245","5023","0.544","0.456","336","336","6.27","6693","3353"
10,"2013-09-26",5083,"train","4882","5281","5064","0.544","0.456","19","19","0.37","6734","3394"
10,"2013-09-27",5088,"train","5134","5527","5313","0.544","0.456","-225","225","4.42","6983","3643"
10,"2013-09-28",4681,"train","4374","4772","4555","0.544","0.456","126","126","2.69","6225","2885"
10,"2013-09-30",5515,"train","6125","6526","6308","0.544","0.456","-793","793","14.38","7978","4638"
10,"2013-10-01",5542,"train","5359","5691","5510","0.544","0.456","32","32","0.58","7180","3840"
10,"2013-10-02",5743,"train","4909","5245","5062","0.544","0.456","681","681","11.86","6732","3392"
10,"2013-10-04",6017,"train","5205","5527","5352","0.544","0.456","665","665","11.05","7022","3682"
10,"2013-10-05",4833,"train","4446","4772","4595","0.544","0.456","238","238","4.92","6265","2925"
10,"2013-10-07",7173,"train","6196","6526","6346","0.544","0.456","827","827","11.53","8016","4676"
10,"2013-10-08",5908,"train","5365","5691","5514","0.544","0.456","394","394","6.67","7184","3844"
10,"2013-10-09",4946,"train","4915","5245","5065","0.544","0.456","-119","119","2.41","6735","3395"
10,"2013-10-10",5067,"train","4960","5281","5106","0.544","0.456","-39","39","0.77","6776","3436"
10,"2013-10-11",4936,"train","5213","5527","5356","0.544","0.456","-420","420","8.51","7026","3686"
10,"2013-10-12",3644,"train","4453","4772","4598","0.544","0.456","-954","954","26.18","6268","2928"
10,"2013-10-14",4809,"train","6203","6526","6350","0.544","0.456","-1541","1541","32.04","8020","4680"
10,"2013-10-15",4252,"train","5372","5691","5517","0.544","0.456","-1265","1265","29.75","7187","3847"
10,"2013-10-16",3481,"train","4923","5245","5070","0.544","0.456","-1589","1589","45.65","6740","3400"
10,"2013-10-17",4148,"train","4968","5281","5111","0.544","0.456","-963","963","23.22","6781","3441"
10,"2013-10-18",4294,"train","5220","5527","5360","0.544","0.456","-1066","1066","24.83","7030","3690"
10,"2013-10-19",4313,"train","4460","4772","4602","0.544","0.456","-289","289","6.70","6272","2932"
10,"2013-10-21",7099,"train","6210","6526","6354","0.544","0.456","745","745","10.49","8024","4684"
10,"2013-10-22",6067,"train","5380","5691","5522","0.544","0.456","545","545","8.98","7192","3852"
10,"2013-10-23",5570,"train","4930","5245","5074","0.544","0.456","496","496","8.90","6744","3404"
10,"2013-10-24",5789,"train","4975","5281","5115","0.544","0.456","674","674","11.64","6785","3445"
10,"2013-10-25",5592,"train","5227","5527","5364","0.544","0.456","228","228","4.08","7034","3694"
10,"2013-10-26",4450,"train","4468","4772","4607","0.544","0.456","-157","157","3.53","6277","2937"
10,"2013-10-28",4790,"train","6218","6526","6358","0.544","0.456","-1568","1568","32.73","8028","4688"
10,"2013-10-29",4612,"train","5387","5691","5526","0.544","0.456","-914","914","19.82","7196","3856"
10,"2013-10-30",4877,"train","4937","5245","5077","0.544","0.456","-200","200","4.10","6747","3407"
10,"2013-10-31",5093,"train","4983","5281","5119","0.544","0.456","-26","26","0.51","6789","3449"
10,"2013-11-01",5410,"train","5622","5527","5579","0.544","0.456","-169","169","3.12","7249","3909"
10,"2013-11-02",5015,"train","4862","4772","4821","0.544","0.456","194","194","3.87","6491","3151"
10,"2013-11-04",6389,"train","6612","6526","6573","0.544","0.456","-184","184","2.88","8243","4903"
10,"2013-11-05",6824,"train","5781","5691","5740","0.544","0.456","1084","1084","15.89","7410","4070"
10,"2013-11-06",5708,"train","5332","5245","5292","0.544","0.456","416","416","7.29","6962","3622"
10,"2013-11-07",5652,"train","5377","5281","5333","0.544","0.456","319","319","5.64","7003","3663"
10,"2013-11-08",5925,"train","5629","5527","5582","0.544","0.456","343","343","5.79","7252","3912"
10,"2013-11-09",4557,"train","4869","4772","4825","0.544","0.456","-268","268","5.88","6495","3155"
10,"2013-11-11",5022,"train","6620","6526","6577","0.544","0.456","-1555","1555","30.96","8247","4907"
10,"2013-11-12",4209,"train","5789","5691","5744","0.544","0.456","-1535","1535","36.47","7414","4074"
10,"2013-11-13",4601,"train","5339","5245","5296","0.544","0.456","-695","695","15.11","6966","3626"
10,"2013-11-14",4569,"train","5384","5281","5337","0.544","0.456","-768","768","16.81","7007","3667"
10,"2013-11-15",5010,"train","5636","5527","5586","0.544","0.456","-576","576","11.50","7256","3916"
10,"2013-11-16",5092,"train","4877","4772","4829","0.544","0.456","263","263","5.16","6499","3159"
10,"2013-11-18",7573,"train","6627","6526","6581","0.544","0.456","992","992","13.10","8251","4911"
10,"2013-11-19",6130,"train","5796","5691","5748","0.544","0.456","382","382","6.23","7418","4078"
10,"2013-11-20",5630,"train","5346","5245","5300","0.544","0.456","330","330","5.86","6970","3630"
10,"2013-11-21",5514,"train","5392","5281","5341","0.544","0.456","173","173","3.14","7011","3671"
10,"2013-11-22",5675,"train","5644","5527","5591","0.544","0.456","84","84","1.48","7261","3921"
10,"2013-11-23",4489,"train","4884","4772","4833","0.544","0.456","-344","344","7.66","6503","3163"
10,"2013-11-25",5735,"train","6634","6526","6585","0.544","0.456","-850","850","14.82","8255","4915"
10,"2013-11-26",5033,"train","5804","5691","5752","0.544","0.456","-719","719","14.29","7422","4082"
10,"2013-11-27",5496,"train","5354","5245","5304","0.544","0.456","192","192","3.49","6974","3634"
10,"2013-11-28",5422,"train","5399","5281","5345","0.544","0.456","77","77","1.42","7015","3675"
10,"2013-11-29",5948,"train","5651","5527","5594","0.544","0.456","354","354","5.95","7264","3924"
10,"2013-11-30",6766,"train","4891","4772","4837","0.544","0.456","1929","1929","28.51","6507","3167"
10,"2013-12-02",8101,"train","7231","6526","6910","0.544","0.456","1191","1191","14.70","8580","5240"
10,"2013-12-03",7223,"train","6400","5691","6077","0.544","0.456","1146","1146","15.87","7747","4407"
10,"2013-12-04",5291,"train","5950","5245","5629","0.544","0.456","-338","338","6.39","7299","3959"
10,"2013-12-05",6293,"train","5995","5281","5669","0.544","0.456","624","624","9.92","7339","3999"
10,"2013-12-06",5937,"train","6248","5527","5919","0.544","0.456","18","18","0.30","7589","4249"
10,"2013-12-07",4966,"train","5488","4772","5162","0.544","0.456","-196","196","3.95","6832","3492"
10,"2013-12-09",5036,"train","7238","6526","6913","0.544","0.456","-1877","1877","37.27","8583","5243"
10,"2013-12-10",5908,"train","6407","5691","6081","0.544","0.456","-173","173","2.93","7751","4411"
10,"2013-12-11",5002,"train","5957","5245","5632","0.544","0.456","-630","630","12.59","7302","3962"
10,"2013-12-12",5663,"train","6003","5281","5674","0.544","0.456","-11","11","0.19","7344","4004"
10,"2013-12-13",6023,"train","6255","5527","5923","0.544","0.456","100","100","1.66","7593","4253"
10,"2013-12-14",5689,"train","5495","4772","5165","0.544","0.456","524","524","9.21","6835","3495"
10,"2013-12-16",9123,"train","7245","6526","6917","0.544","0.456","2206","2206","24.18","8587","5247"
10,"2013-12-17",8109,"train","6415","5691","6085","0.544","0.456","2024","2024","24.96","7755","4415"
10,"2013-12-18",7893,"train","5965","5245","5637","0.544","0.456","2256","2256","28.58","7307","3967"
10,"2013-12-19",7536,"train","6010","5281","5678","0.544","0.456","1858","1858","24.65","7348","4008"
10,"2013-12-20",8268,"train","6262","5527","5927","0.544","0.456","2341","2341","28.31","7597","4257"
10,"2013-12-21",7007,"train","5503","4772","5170","0.544","0.456","1837","1837","26.22","6840","3500"
10,"2013-12-23",9534,"train","7253","6526","6921","0.544","0.456","2613","2613","27.41","8591","5251"
10,"2013-12-24",3915,"train","6422","5691","6089","0.544","0.456","-2174","2174","55.53","7759","4419"
10,"2013-12-27",5094,"train","6267","5527","5930","0.544","0.456","-836","836","16.41","7600","4260"
10,"2013-12-28",4762,"train","5507","4772","5172","0.544","0.456","-410","410","8.61","6842","3502"
10,"2013-12-30",7525,"train","7258","6526","6924","0.544","0.456","601","601","7.99","8594","5254"
10,"2013-12-31",4062,"train","6427","5691","6091","0.544","0.456","-2029","2029","49.95","7761","4421"
10,"2014-01-02",4533,"train","5040","5281","5150","0.544","0.456","-617","617","13.61","6820","3480"
10,"2014-01-03",5012,"train","5292","5527","5399","0.544","0.456","-387","387","7.72","7069","3729"
10,"2014-01-04",4928,"train","4533","4772","4642","0.544","0.456","286","286","5.80","6312","2972"
10,"2014-01-06",8325,"train","6283","6526","6394","0.544","0.456","1931","1931","23.20","8064","4724"
10,"2014-01-07",6470,"train","5452","5691","5561","0.544","0.456","909","909","14.05","7231","3891"
10,"2014-01-08",5650,"train","5002","5245","5113","0.544","0.456","537","537","9.50","6783","3443"
10,"2014-01-09",5109,"train","5047","5281","5154","0.544","0.456","-45","45","0.88","6824","3484"
10,"2014-01-10",5939,"train","5300","5527","5404","0.544","0.456","535","535","9.01","7074","3734"
10,"2014-01-11",4504,"train","4540","4772","4646","0.544","0.456","-142","142","3.15","6316","2976"
10,"2014-01-13",5164,"train","6290","6526","6398","0.544","0.456","-1234","1234","23.90","8068","4728"
10,"2014-01-14",4612,"train","5459","5691","5565","0.544","0.456","-953","953","20.66","7235","3895"
10,"2014-01-15",3959,"train","5010","5245","5117","0.544","0.456","-1158","1158","29.25","6787","3447"
10,"2014-01-16",4279,"train","5055","5281","5158","0.544","0.456","-879","879","20.54","6828","3488"
10,"2014-01-17",4634,"train","5307","5527","5407","0.544","0.456","-773","773","16.68","7077","3737"
10,"2014-01-18",4788,"train","4547","4772","4650","0.544","0.456","138","138","2.88","6320","2980"
10,"2014-01-20",7962,"train","6298","6526","6402","0.544","0.456","1560","1560","19.59","8072","4732"
10,"2014-01-21",6444,"train","5467","5691","5569","0.544","0.456","875","875","13.58","7239","3899"
10,"2014-01-22",5560,"train","5017","5245","5121","0.544","0.456","439","439","7.90","6791","3451"
10,"2014-01-23",5593,"train","5062","5281","5162","0.544","0.456","431","431","7.71","6832","3492"
10,"2014-01-24",5474,"train","5314","5527","5411","0.544","0.456","63","63","1.15","7081","3741"
10,"2014-01-25",4702,"train","4555","4772","4654","0.544","0.456","48","48","1.02","6324","2984"
10,"2014-01-27",4543,"train","6305","6526","6406","0.544","0.456","-1863","1863","41.01","8076","4736"
10,"2014-01-28",4415,"train","5474","5691","5573","0.544","0.456","-1158","1158","26.23","7243","3903"
10,"2014-01-29",4330,"train","5024","5245","5125","0.544","0.456","-795","795","18.36","6795","3455"
10,"2014-01-30",4752,"train","5070","5281","5166","0.544","0.456","-414","414","8.71","6836","3496"
10,"2014-01-31",5807,"train","5322","5527","5415","0.544","0.456","392","392","6.75","7085","3745"
10,"2014-02-01",4453,"train","4690","4772","4727","0.544","0.456","-274","274","6.15","6397","3057"
10,"2014-02-03",8758,"train","6440","6526","6479","0.544","0.456","2279","2279","26.02","8149","4809"
10,"2014-02-04",6471,"train","5609","5691","5646","0.544","0.456","825","825","12.75","7316","3976"
10,"2014-02-05",5062,"train","5160","5245","5199","0.544","0.456","-137","137","2.71","6869","3529"
10,"2014-02-06",6034,"train","5205","5281","5240","0.544","0.456","794","794","13.16","6910","3570"
10,"2014-02-07",4686,"train","5457","5527","5489","0.544","0.456","-803","803","17.14","7159","3819"
10,"2014-02-08",4802,"train","4697","4772","4731","0.544","0.456","71","71","1.48","6401","3061"
10,"2014-02-10",4809,"train","6448","6526","6484","0.544","0.456","-1675","1675","34.83","8154","4814"
10,"2014-02-11",5372,"train","5617","5691","5651","0.544","0.456","-279","279","5.19","7321","3981"
10,"2014-02-12",4723,"train","5167","5245","5203","0.544","0.456","-480","480","10.16","6873","3533"
10,"2014-02-13",4406,"train","5212","5281","5243","0.544","0.456","-837","837","19.00","6913","3573"
10,"2014-02-14",4992,"train","5465","5527","5493","0.544","0.456","-501","501","10.04","7163","3823"
10,"2014-02-15",4397,"train","4705","4772","4736","0.544","0.456","-339","339","7.71","6406","3066"
10,"2014-02-17",8294,"train","6455","6526","6487","0.544","0.456","1807","1807","21.79","8157","4817"
10,"2014-02-18",6128,"train","5624","5691","5655","0.544","0.456","473","473","7.72","7325","3985"
10,"2014-02-19",5561,"train","5174","5245","5206","0.544","0.456","355","355","6.38","6876","3536"
10,"2014-02-20",5060,"train","5220","5281","5248","0.544","0.456","-188","188","3.72","6918","3578"
10,"2014-02-21",5756,"train","5472","5527","5497","0.544","0.456","259","259","4.50","7167","3827"
10,"2014-02-22",4129,"train","4712","4772","4739","0.544","0.456","-610","610","14.77","6409","3069"
10,"2014-02-24",5319,"train","6462","6526","6491","0.544","0.456","-1172","1172","22.03","8161","4821"
10,"2014-02-25",5035,"train","5632","5691","5659","0.544","0.456","-624","624","12.39","7329","3989"
10,"2014-02-26",4253,"train","5182","5245","5211","0.544","0.456","-958","958","22.53","6881","3541"
10,"2014-02-27",4773,"train","5227","5281","5252","0.544","0.456","-479","479","10.04","6922","3582"
10,"2014-02-28",5721,"train","5479","5527","5501","0.544","0.456","220","220","3.85","7171","3831"
10,"2014-03-01",5235,"train","4807","4772","4791","0.544","0.456","444","444","8.48","6461","3121"
10,"2014-03-03",7761,"train","6558","6526","6543","0.544","0.456","1218","1218","15.69","8213","4873"
10,"2014-03-04",6000,"train","5727","5691","5711","0.544","0.456","289","289","4.82","7381","4041"
10,"2014-03-05",5975,"train","5277","5245","5262","0.544","0.456","713","713","11.93","6932","3592"
10,"2014-03-06",6129,"train","5322","5281","5303","0.544","0.456","826","826","13.48","6973","3633"
10,"2014-03-07",5572,"train","5575","5527","5553","0.544","0.456","19","19","0.34","7223","3883"
10,"2014-03-08",4759,"train","4815","4772","4795","0.544","0.456","-36","36","0.76","6465","3125"
10,"2014-03-10",5560,"train","6565","6526","6547","0.544","0.456","-987","987","17.75","8217","4877"
10,"2014-03-11",4923,"train","5734","5691","5714","0.544","0.456","-791","791","16.07","7384","4044"
10,"2014-03-12",4883,"train","5285","5245","5267","0.544","0.456","-384","384","7.86","6937","3597"
10,"2014-03-13",4865,"train","5330","5281","5308","0.544","0.456","-443","443","9.11","6978","3638"
10,"2014-03-14",5061,"train","5582","5527","5557","0.544","0.456","-496","496","9.80","7227","3887"
10,"2014-03-15",4564,"train","4822","4772","4799","0.544","0.456","-235","235","5.15","6469","3129"
10,"2014-03-17",6613,"train","6572","6526","6551","0.544","0.456","62","62","0.94","8221","4881"
10,"2014-03-18",5791,"train","5742","5691","5719","0.544","0.456","72","72","1.24","7389","4049"
10,"2014-03-19",5882,"train","5292","5245","5271","0.544","0.456","611","611","10.39","6941","3601"
10,"2014-03-20",4452,"train","5337","5281","5311","0.544","0.456","-859","859","19.29","6981","3641"
10,"2014-03-21",5045,"train","5589","5527","5561","0.544","0.456","-516","516","10.23","7231","3891"
10,"2014-03-22",4695,"train","4830","4772","4804","0.544","0.456","-109","109","2.32","6474","3134"
10,"2014-03-24",4887,"train","6580","6526","6555","0.544","0.456","-1668","1668","34.13","8225","4885"
10,"2014-03-25",4394,"train","5749","5691","5723","0.544","0.456","-1329","1329","30.25","7393","4053"
10,"2014-03-26",4416,"train","5299","5245","5274","0.544","0.456","-858","858","19.43","6944","3604"
10,"2014-03-27",4814,"train","5344","5281","5315","0.544","0.456","-501","501","10.41","6985","3645"
10,"2014-03-28",4711,"train","5597","5527","5565","0.544","0.456","-854","854","18.13","7235","3895"
10,"2014-03-29",4847,"train","4837","4772","4807","0.544","0.456","40","40","0.83","6477","3137"
10,"2014-03-31",8438,"train","6587","6526","6559","0.544","0.456","1879","1879","22.27","8229","4889"
10,"2014-04-01",7048,"train","5778","5691","5738","0.544","0.456","1310","1310","18.59","7408","4068"
10,"2014-04-02",6449,"train","5329","5245","5291","0.544","0.456","1158","1158","17.96","6961","3621"
10,"2014-04-03",5898,"train","5374","5281","5332","0.544","0.456","566","566","9.60","7002","3662"
10,"2014-04-04",5932,"train","5626","5527","5581","0.544","0.456","351","351","5.92","7251","3911"
10,"2014-04-05",4778,"train","4866","4772","4823","0.544","0.456","-45","45","0.94","6493","3153"
10,"2014-04-07",4828,"train","6617","6526","6576","0.544","0.456","-1748","1748","36.21","8246","4906"
10,"2014-04-08",4525,"train","5786","5691","5743","0.544","0.456","-1218","1218","26.92","7413","4073"
10,"2014-04-09",4152,"train","5336","5245","5295","0.544","0.456","-1143","1143","27.53","6965","3625"
10,"2014-04-10",4584,"train","5381","5281","5335","0.544","0.456","-751","751","16.38","7005","3665"
10,"2014-04-11",4456,"train","5633","5527","5585","0.544","0.456","-1129","1129","25.34","7255","3915"
10,"2014-04-12",4540,"train","4874","4772","4827","0.544","0.456","-287","287","6.32","6497","3157"
10,"2014-04-14",6419,"train","6624","6526","6579","0.544","0.456","-160","160","2.49","8249","4909"
10,"2014-04-15",6087,"train","5793","5691","5746","0.544","0.456","341","341","5.60","7416","4076"
10,"2014-04-16",5629,"train","5343","5245","5298","0.544","0.456","331","331","5.88","6968","3628"
10,"2014-04-17",6250,"train","5389","5281","5340","0.544","0.456","910","910","14.56","7010","3670"
10,"2014-04-19",6187,"train","4880","4772","4831","0.544","0.456","1356","1356","21.92","6501","3161"
10,"2014-04-22",5969,"train","5798","5691","5749","0.544","0.456","220","220","3.69","7419","4079"
10,"2014-04-23",4712,"train","5348","5245","5301","0.544","0.456","-589","589","12.50","6971","3631"
10,"2014-04-24",4533,"train","5393","5281","5342","0.544","0.456","-809","809","17.85","7012","3672"
10,"2014-04-25",4936,"train","5646","5527","5592","0.544","0.456","-656","656","13.29","7262","3922"
10,"2014-04-26",4804,"train","4886","4772","4834","0.544","0.456","-30","30","0.62","6504","3164"
10,"2014-04-28",7910,"train","6636","6526","6586","0.544","0.456","1324","1324","16.74","8256","4916"
10,"2014-04-29",6685,"train","5805","5691","5753","0.544","0.456","932","932","13.94","7423","4083"
10,"2014-04-30",7006,"train","5356","5245","5305","0.544","0.456","1701","1701","24.28","6975","3635"
10,"2014-05-02",8145,"train","5846","5527","5701","0.544","0.456","2444","2444","30.01","7371","4031"
10,"2014-05-03",5116,"train","5086","4772","4943","0.544","0.456","173","173","3.38","6613","3273"
10,"2014-05-05",7714,"train","6836","6526","6695","0.544","0.456","1019","1019","13.21","8365","5025"
10,"2014-05-06",6837,"train","6006","5691","5862","0.544","0.456","975","975","14.26","7532","4192"
10,"2014-05-07",6372,"train","5556","5245","5414","0.544","0.456","958","958","15.03","7084","3744"
10,"2014-05-08",6279,"train","5601","5281","5455","0.544","0.456","824","824","13.12","7125","3785"
10,"2014-05-09",6547,"train","5853","5527","5704","0.544","0.456","843","843","12.88","7374","4034"
10,"2014-05-10",4632,"train","5093","4772","4947","0.544","0.456","-315","315","6.80","6617","3277"
10,"2014-05-12",4404,"train","6844","6526","6699","0.544","0.456","-2295","2295","52.11","8369","5029"
10,"2014-05-13",5471,"train","6013","5691","5866","0.544","0.456","-395","395","7.22","7536","4196"
10,"2014-05-14",5002,"train","5563","5245","5418","0.544","0.456","-416","416","8.32","7088","3748"
10,"2014-05-15",4677,"train","5608","5281","5459","0.544","0.456","-782","782","16.72","7129","3789"
10,"2014-05-16",5023,"train","5861","5527","5709","0.544","0.456","-686","686","13.66","7379","4039"
10,"2014-05-17",4608,"train","5101","4772","4951","0.544","0.456","-343","343","7.44","6621","3281"
